opening_name,line_count,eco_values,representative_pgn,representative_uci,raw_tactical_density,raw_quiet_position_density,raw_king_safety_risk,raw_early_castling_tendency,raw_opposite_side_castling_tendency,raw_middlegame_complexity,raw_pawn_structure_sharpness,raw_material_imbalance,raw_endgame_likelihood_proxy,raw_white_tactical_density,raw_white_quiet_position_density,raw_white_king_safety_risk,raw_white_early_castling_tendency,raw_white_opposite_side_castling_tendency,raw_white_middlegame_complexity,raw_white_pawn_structure_sharpness,raw_white_material_imbalance,raw_white_endgame_likelihood_proxy,raw_black_tactical_density,raw_black_quiet_position_density,raw_black_king_safety_risk,raw_black_early_castling_tendency,raw_black_opposite_side_castling_tendency,raw_black_middlegame_complexity,raw_black_pawn_structure_sharpness,raw_black_material_imbalance,raw_black_endgame_likelihood_proxy,tactical_density,quiet_position_density,king_safety_risk,early_castling_tendency,opposite_side_castling_tendency,middlegame_complexity,pawn_structure_sharpness,material_imbalance,endgame_likelihood_proxy,white_tactical_density,white_quiet_position_density,white_king_safety_risk,white_early_castling_tendency,white_opposite_side_castling_tendency,white_middlegame_complexity,white_pawn_structure_sharpness,white_material_imbalance,white_endgame_likelihood_proxy,black_tactical_density,black_quiet_position_density,black_king_safety_risk,black_early_castling_tendency,black_opposite_side_castling_tendency,black_middlegame_complexity,black_pawn_structure_sharpness,black_material_imbalance,black_endgame_likelihood_proxy,raw_final_structure_entropy,final_structure_entropy,raw_structure_diversity,structure_diversity,structure_distribution
Old Indian Defense,5,A41;A53,1. d4 Nf6 2. c4 d6 3. Nc3 c6,d2d4 g8f6 c2c4 d7d6 b1c3 c7c6,0.008727,0.994215,0.031667,0.469083,0.075167,0.380458,0.05,0.0,0.616268,0.02523,0.995475,0.031667,0.437667,0.075167,0.380458,0.0375,0.0,0.617344,0.003163,0.995475,0.029,0.5005,0.075167,0.380458,0.0375,0.0,0.616795,0.173469,0.857143,0.897959,0.455782,0.462585,0.544218,0.251701,0.231293,0.802721,0.37415,0.884354,0.904762,0.333333,0.462585,0.544218,0.255102,0.231293,0.904762,0.156463,0.877551,0.690476,0.619048,0.462585,0.544218,0.258503,0.231293,0.829932,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":5}"
Owen Defense,5,B00,1. e4 b6 2. d4 Bb7 3. Bd3 f5 4. exf5 Bxg2 5. Qh5+ g6,e2e4 b7b6 d2d4 c8b7 f1d3 f7f5 e4f5 b7g2 d1h5 g7g6,0.411333,0.986565,0.029,0.455,0.0715,0.414497,0.23125,0.035,0.614261,0.352944,0.990475,0.029,0.4485,0.0715,0.414497,0.25,0.1,0.614962,0.149611,0.990475,0.029,0.4615,0.0715,0.414497,0.15,0.1,0.615562,0.938776,0.57483,0.578231,0.346939,0.431973,0.843537,0.659864,0.785714,0.666667,0.952381,0.64966,0.62585,0.414966,0.431973,0.843537,0.731293,0.785714,0.612245,0.707483,0.608844,0.690476,0.411565,0.431973,0.843537,0.602041,0.785714,0.693878,0.590436,0.590436,0.590436,0.590436,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":3,""0|0|1|0|0|0|2|2|0|1|1|0|0"":1,""3|0|1|0|0|0|3|2|0|2|1|0|0"":1}"
Paleface Attack,1,A45,1. d4 Nf6 2. f3,d2d4 g8f6 f2f3,0.011045,0.994764,0.029,0.47125,0.0,0.340221,0.05,0.0,0.610553,0.004738,0.994555,0.029,0.4225,0.0,0.340221,0.0375,0.0,0.611625,0.004738,0.994555,0.023,0.52,0.0,0.340221,0.0375,0.0,0.612525,0.22449,0.877551,0.578231,0.489796,0.204082,0.142857,0.251701,0.231293,0.55102,0.210884,0.843537,0.62585,0.146259,0.204082,0.142857,0.255102,0.231293,0.537415,0.204082,0.836735,0.180272,0.768707,0.204082,0.142857,0.258503,0.231293,0.55102,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
Petrov's Defense,5,C42,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4,0.333758,0.981295,0.023,0.52,0.0,0.372277,0.2375,0.035,0.550295,0.337873,0.986252,0.023,0.52,0.0,0.372277,0.2125,0.1,0.548772,0.091741,0.986252,0.023,0.52,0.0,0.372277,0.2125,0.1,0.569869,0.85034,0.340136,0.081633,0.789116,0.204082,0.44898,0.710884,0.785714,0.170068,0.938776,0.363946,0.176871,0.755102,0.204082,0.44898,0.680272,0.785714,0.142857,0.557823,0.346939,0.180272,0.768707,0.204082,0.44898,0.670068,0.785714,0.170068,0.590436,0.590436,0.590436,0.590436,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":1,""0|0|0|0|0|0|1|2|0|0|1|0|0"":3,""0|0|0|0|0|0|2|2|1|0|0|0|0"":1}"
Philidor Defense,5,C41,1. e4 e5 2. Nf3 d6 3. d4 Bg4 4. dxe5 Nd7,e2e4 e7e5 g1f3 d7d6 d2d4 c8g4 d4e5 b8d7,0.223818,0.984125,0.029,0.5135,0.088,0.407051,0.3,0.0,0.591069,0.227854,0.986252,0.023,0.559,0.088,0.407051,0.2875,0.0,0.591788,0.069748,0.99097,0.029,0.468,0.088,0.407051,0.2875,0.0,0.604427,0.714286,0.42517,0.578231,0.748299,0.517007,0.77551,0.87415,0.231293,0.333333,0.802721,0.363946,0.176871,0.891156,0.517007,0.77551,0.87415,0.231293,0.29932,0.493197,0.639456,0.690476,0.44898,0.517007,0.77551,0.863946,0.231293,0.47619,0.310918,0.310918,0.310918,0.310918,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":4,""0|0|1|0|0|0|2|2|0|1|1|0|0"":1}"
Pirc Defense,5,B00;B07,1. e4 d6 2. d4 Nf6 3. Nc3 g6,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6,0.09,0.987379,0.029,0.468,0.0825,0.389304,0.05,0.0,0.608636,0.092756,0.988864,0.029,0.455,0.0825,0.389304,0.0375,0.0,0.603347,0.006812,0.993253,0.029,0.481,0.0825,0.389304,0.0375,0.0,0.616689,0.428571,0.629252,0.578231,0.435374,0.493197,0.639456,0.251701,0.231293,0.537415,0.544218,0.530612,0.62585,0.442177,0.493197,0.639456,0.255102,0.231293,0.414966,0.231293,0.785714,0.690476,0.530612,0.493197,0.639456,0.258503,0.231293,0.816327,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":5}"
Polish Defense,2,A40,1. d4 b5 2. e4 Bb7 3. Bxb5,d2d4 b7b5 e2e4 c8b7 f1b5,0.134966,0.988285,0.029,0.452291,0.187916,0.339033,0.110938,0.02625,0.595871,0.070542,0.991272,0.029,0.47125,0.187916,0.339033,0.0375,0.075,0.600053,0.086167,0.991272,0.029,0.433333,0.187916,0.339033,0.15,0.075,0.598992,0.62585,0.666667,0.578231,0.319728,0.721088,0.136054,0.517007,0.629252,0.387755,0.489796,0.70068,0.62585,0.513605,0.721088,0.136054,0.255102,0.717687,0.367347,0.52381,0.673469,0.690476,0.261905,0.721088,0.136054,0.602041,0.717687,0.333333,1.0,1.0,1.0,1.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1,""0|1|0|0|0|0|1|2|0|0|1|0|0"":1}"
Polish Opening,5,A00,1. b4 e5 2. Bb2 f6 3. b5,b2b4 e7e5 c1b2 f7f6 b4b5,0.114818,0.988636,0.029,0.433333,0.0715,0.349715,0.05,0.0,0.616831,0.110355,0.991906,0.029,0.431167,0.0715,0.349715,0.0375,0.0,0.617113,0.014363,0.991906,0.029,0.4355,0.0715,0.349715,0.0375,0.0,0.617121,0.530612,0.687075,0.578231,0.255102,0.431973,0.22449,0.251701,0.231293,0.891156,0.585034,0.741497,0.62585,0.292517,0.431973,0.22449,0.255102,0.231293,0.863946,0.292517,0.727891,0.690476,0.285714,0.431973,0.22449,0.258503,0.231293,0.863946,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":5}"
"Polish Opening, with d5",2,A00,1. b4 d5 2. Bb2 Nf6 3. Nf3,b2b4 d7d5 c1b2 g8f6 g1f3,0.025806,0.990563,0.029,0.47125,0.0,0.355973,0.05,0.0,0.615115,0.006086,0.991724,0.029,0.47125,0.0,0.355973,0.0375,0.0,0.617009,0.027771,0.992571,0.029,0.47125,0.0,0.355973,0.0375,0.0,0.615105,0.306122,0.768707,0.578231,0.489796,0.204082,0.272109,0.251701,0.231293,0.70068,0.238095,0.727891,0.62585,0.513605,0.204082,0.272109,0.255102,0.231293,0.843537,0.360544,0.748299,0.690476,0.465986,0.204082,0.272109,0.258503,0.231293,0.646259,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":2}"
Ponziani Opening,5,C44,1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Qa4 Bd7,e2e4 e7e5 g1f3 b8c6 c2c3 d7d5 d1a4 c8d7,0.108242,0.950827,0.025,0.52,0.1705,0.375249,0.3,0.0,0.593802,0.116245,0.949974,0.023,0.52,0.1705,0.375249,0.2875,0.0,0.593762,0.012872,0.960107,0.025,0.52,0.1705,0.375249,0.2875,0.0,0.603344,0.503401,0.231293,0.183673,0.789116,0.683673,0.510204,0.87415,0.231293,0.360544,0.605442,0.183673,0.176871,0.755102,0.683673,0.510204,0.87415,0.231293,0.306122,0.278912,0.272109,0.357143,0.768707,0.683673,0.510204,0.863946,0.231293,0.428571,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":5}"
Portuguese Opening,3,C20,1. e4 e5 2. Bb5 Bc5 3. b4,e2e4 e7e5 f1b5 f8c5 b2b4,0.123114,0.983117,0.029,0.50375,0.0,0.372671,0.3,0.02625,0.594845,0.15205,0.987558,0.023,0.52,0.0,0.372671,0.2875,0.05,0.591035,0.049966,0.987558,0.029,0.4875,0.0,0.372671,0.2875,0.05,0.603878,0.585034,0.387755,0.578231,0.714286,0.204082,0.47619,0.87415,0.629252,0.37415,0.687075,0.414966,0.176871,0.755102,0.204082,0.47619,0.87415,0.622449,0.278912,0.442177,0.401361,0.690476,0.571429,0.204082,0.47619,0.863946,0.622449,0.442177,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":3}"
Pseudo Queen's Indian Defense,2,A47,1. d4 Nf6 2. Nf3 b6 3. e3 Bb7 4. Bd3 e6 5. Nbd2 c5 6. b3 Be7,d2d4 g8f6 g1f3 b7b6 e2e3 c8b7 f1d3 e7e6 b1d2 c7c5 b2b3 f8e7,0.067932,0.982786,0.023,0.56875,0.0,0.403903,0.05,0.0,0.615107,0.071519,0.982406,0.023,0.56875,0.0,0.403903,0.0375,0.0,0.614732,0.048973,0.987218,0.023,0.56875,0.0,0.403903,0.0375,0.0,0.616009,0.380952,0.37415,0.081633,0.904762,0.204082,0.748299,0.251701,0.231293,0.693878,0.496599,0.319728,0.176871,0.897959,0.204082,0.748299,0.255102,0.231293,0.591837,0.435374,0.380952,0.180272,0.911565,0.204082,0.748299,0.258503,0.231293,0.727891,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":2}"
Pterodactyl Defense,5,A40,1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 d6 5. e4 Bxc3+ 6. bxc3 Qa5,d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 d7d6 e2e4 g7c3 b2c3 d8a5,0.356667,0.923907,0.029,0.49725,0.2255,0.419436,0.175,0.27875,0.576069,0.169132,0.951146,0.029,0.4745,0.2255,0.419436,0.2875,0.275,0.600056,0.244495,0.839269,0.023,0.52,0.2255,0.419436,0.0375,0.275,0.575363,0.891156,0.170068,0.578231,0.656463,0.77551,0.863946,0.581633,0.993197,0.238095,0.744898,0.190476,0.62585,0.557823,0.77551,0.863946,0.87415,0.972789,0.37415,0.884354,0.081633,0.180272,0.768707,0.77551,0.863946,0.258503,0.972789,0.197279,0.590436,0.590436,0.590436,0.590436,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":3,""1|0|1|0|0|0|2|1|0|1|0|0|0"":1,""1|0|1|0|0|0|2|1|0|1|0|0|1"":1}"
Queen's Gambit,1,D06,1. d4 d5 2. c4,d2d4 d7d5 c2c4,0.029242,0.992744,0.029,0.4225,0.0,0.368593,0.3,0.02625,0.600543,0.053346,0.992833,0.029,0.4225,0.0,0.368593,0.2875,0.05,0.596445,0.004179,0.992833,0.029,0.4225,0.0,0.368593,0.2875,0.05,0.604803,0.312925,0.816327,0.578231,0.091837,0.204082,0.401361,0.87415,0.629252,0.428571,0.435374,0.789116,0.62585,0.146259,0.204082,0.401361,0.87415,0.622449,0.312925,0.183673,0.768707,0.690476,0.132653,0.204082,0.401361,0.863946,0.622449,0.489796,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":1}"
Queen's Gambit Accepted,5,D20,1. d4 d5 2. c4 dxc4 3. e4 Nf6,d2d4 d7d5 c2c4 d5c4 e2e4 g8f6,0.301152,0.989672,0.029,0.43225,0.0,0.365306,0.23125,0.035,0.529686,0.17566,0.990475,0.029,0.4225,0.0,0.365306,0.15,0.1,0.530571,0.148125,0.990475,0.029,0.442,0.0,0.365306,0.25,0.1,0.545015,0.802721,0.717687,0.578231,0.234694,0.204082,0.353741,0.659864,0.785714,0.095238,0.755102,0.64966,0.62585,0.146259,0.204082,0.353741,0.605442,0.785714,0.07483,0.693878,0.608844,0.690476,0.323129,0.204082,0.353741,0.727891,0.785714,0.115646,0.310918,0.310918,0.310918,0.310918,"{""0|0|0|1|0|0|2|2|0|1|1|0|0"":4,""0|0|0|1|0|0|2|2|0|1|1|0|1"":1}"
Queen's Gambit Declined,5,D02;D06,1. d4 d5 2. c4 c5 3. cxd5 Nf6 4. e4 Nxe4 5. dxc5 Qa5+,d2d4 d7d5 c2c4 c7c5 c4d5 g8f6 e2e4 f6e4 d4c5 d8a5,0.283152,0.885205,0.029,0.45825,0.0825,0.397651,0.3,0.035,0.57186,0.239509,0.824732,0.029,0.442,0.0825,0.397651,0.2875,0.1,0.563712,0.253138,0.948637,0.029,0.4745,0.0825,0.397651,0.2875,0.1,0.591502,0.768707,0.115646,0.578231,0.394558,0.493197,0.707483,0.87415,0.785714,0.22449,0.85034,0.047619,0.62585,0.363946,0.493197,0.707483,0.87415,0.785714,0.176871,0.891156,0.197279,0.690476,0.5,0.493197,0.707483,0.863946,0.785714,0.265306,0.655459,0.655459,0.655459,0.655459,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":2,""0|0|0|0|0|0|2|2|0|1|2|0|0"":1,""0|0|1|0|0|0|2|2|0|1|1|0|0"":2}"
Queen's Indian Accelerated,1,A50,1. d4 Nf6 2. c4 b6,d2d4 g8f6 c2c4 b7b6,0.003818,0.994215,0.029,0.47125,0.0,0.372324,0.05,0.0,0.616315,0.002611,0.993608,0.029,0.4225,0.0,0.372324,0.0375,0.0,0.61652,0.002611,0.993608,0.023,0.52,0.0,0.372324,0.0375,0.0,0.61742,0.047619,0.857143,0.578231,0.489796,0.204082,0.459184,0.251701,0.231293,0.809524,0.07483,0.826531,0.62585,0.146259,0.204082,0.459184,0.255102,0.231293,0.768707,0.044218,0.806122,0.180272,0.768707,0.204082,0.459184,0.258503,0.231293,0.891156,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
Queen's Indian Defense,5,E12,1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 Bb7 5. Bg5 h6 6. Bh4 g5 7. Bg3 Nh5,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 b1c3 c8b7 c1g5 h7h6 g5h4 g7g5 h4g3 f6h5,0.11497,0.977292,0.065,0.47025,0.0825,0.399769,0.05,0.0,0.615913,0.049713,0.987287,0.06,0.472,0.0825,0.399769,0.0375,0.0,0.616425,0.121424,0.958314,0.065,0.4685,0.0825,0.399769,0.0375,0.0,0.602148,0.537415,0.29932,0.938776,0.462585,0.493197,0.721088,0.251701,0.231293,0.789116,0.428571,0.401361,0.942177,0.537415,0.493197,0.721088,0.255102,0.231293,0.748299,0.639456,0.244898,0.969388,0.455782,0.493197,0.721088,0.258503,0.231293,0.408163,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":5}"
"Queen's Indian Defense, with e3",5,E14,1. d4 Nf6 2. Nf3 e6 3. e3 b6 4. Bd3 Bb7 5. Nbd2 c5 6. b3 Be7 7. Bb2 d6 8. O-O O-O 9. c4,d2d4 g8f6 g1f3 e7e6 e2e3 b7b6 f1d3 c8b7 b1d2 c7c5 b2b3 f8e7 c1b2 d7d6 e1g1 e8g8 c2c4,0.096242,0.93952,0.023,0.86575,0.0,0.396446,0.05,0.0,0.6029,0.097096,0.948109,0.0,1.0,0.0,0.396446,0.0375,0.0,0.60482,0.091489,0.924978,0.023,0.7315,0.0,0.396446,0.0375,0.0,0.604552,0.469388,0.204082,0.081633,0.993197,0.204082,0.680272,0.251701,0.231293,0.469388,0.557823,0.176871,0.003401,0.996599,0.204082,0.680272,0.255102,0.231293,0.489796,0.55102,0.163265,0.180272,0.979592,0.204082,0.680272,0.258503,0.231293,0.482993,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":5}"
"Queen's Indian Defense, with e3, Bb4+ Line",1,E14,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nbd2 b6 5. e3 Bb7,d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 b1d2 b7b6 e2e3 c8b7,0.156061,0.961053,0.023,0.56875,0.0,0.403593,0.05,0.0,0.591655,0.081133,0.975546,0.023,0.52,0.0,0.403593,0.0375,0.0,0.604393,0.138262,0.836879,0.017,0.6175,0.0,0.403593,0.0375,0.0,0.595581,0.673469,0.265306,0.081633,0.904762,0.204082,0.741497,0.251701,0.231293,0.346939,0.517007,0.272109,0.176871,0.755102,0.204082,0.741497,0.255102,0.231293,0.455782,0.680272,0.061224,0.020408,0.945578,0.204082,0.741497,0.258503,0.231293,0.285714,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
Queen's Pawn Game,5,A40;A41;A43,1. d4 c5 2. c4 cxd4 3. e3,d2d4 c7c5 c2c4 c5d4 e2e3,0.015818,0.993341,0.029,0.4225,0.0,0.347553,0.05,0.0,0.617275,0.003056,0.995039,0.029,0.4225,0.0,0.347553,0.0375,0.0,0.6175,0.093056,0.995039,0.029,0.4225,0.0,0.347553,0.0375,0.0,0.6175,0.251701,0.826531,0.578231,0.091837,0.204082,0.204082,0.251701,0.231293,0.945578,0.14966,0.857143,0.62585,0.146259,0.204082,0.204082,0.255102,0.231293,0.92517,0.57483,0.843537,0.690476,0.132653,0.204082,0.204082,0.258503,0.231293,0.904762,0.310918,0.310918,0.310918,0.310918,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":4,""0|0|0|1|0|0|2|2|0|1|1|0|0"":1}"
"Queen's Pawn, Mengarini Attack",1,E60,1. d4 Nf6 2. c4 g6 3. Qc2,d2d4 g8f6 c2c4 g7g6 d1c2,0.004227,0.995864,0.027667,0.482083,0.375833,0.361623,0.05,0.0,0.616725,0.002751,0.996399,0.027667,0.444167,0.375833,0.361623,0.0375,0.0,0.616976,0.002376,0.996399,0.023,0.52,0.375833,0.361623,0.0375,0.0,0.61774,0.064626,0.935374,0.255102,0.554422,0.914966,0.306122,0.251701,0.231293,0.877551,0.119048,0.931973,0.346939,0.391156,0.914966,0.306122,0.255102,0.231293,0.836735,0.034014,0.945578,0.180272,0.768707,0.914966,0.306122,0.258503,0.231293,0.92517,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
Rapport-Jobava System,3,D01,1. d4 d5 2. Nc3 Nf6 3. Bf4 e6,d2d4 d7d5 b1c3 g8f6 c1f4 e7e6,0.017697,0.9596,0.023,0.53625,0.44,0.394498,0.3,0.0,0.603832,0.015164,0.95791,0.021,0.5525,0.44,0.394498,0.2875,0.0,0.604097,0.002874,0.995791,0.023,0.52,0.44,0.394498,0.2875,0.0,0.605422,0.278912,0.258503,0.081633,0.857143,1.0,0.673469,0.87415,0.231293,0.496599,0.346939,0.22449,0.068027,0.877551,1.0,0.673469,0.87415,0.231293,0.435374,0.129252,0.891156,0.180272,0.768707,1.0,0.673469,0.863946,0.231293,0.510204,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":3}"
"Rapport-Jobava System, with e6",1,D01,1. d4 d5 2. Nc3 e6 3. Bf4,d2d4 d7d5 b1c3 e7e6 c1f4,0.003545,0.996153,0.029,0.4875,0.3575,0.36616,0.3,0.0,0.604839,0.011782,0.990475,0.021,0.5525,0.3575,0.36616,0.2875,0.0,0.604639,0.003149,0.996939,0.029,0.4225,0.3575,0.36616,0.2875,0.0,0.604907,0.040816,0.972789,0.578231,0.588435,0.880952,0.37415,0.87415,0.231293,0.510204,0.326531,0.64966,0.068027,0.877551,0.880952,0.37415,0.87415,0.231293,0.47619,0.142857,0.952381,0.690476,0.132653,0.880952,0.37415,0.863946,0.231293,0.496599,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":1}"
Rat Defense,5,A41;A82;B00,1. d4 d6 2. c4 e5 3. dxe5 Nc6,d2d4 d7d6 c2c4 e7e5 d4e5 b8c6,0.298303,0.988148,0.029,0.442,0.286,0.40713,0.23125,0.06125,0.615472,0.263778,0.99156,0.029,0.4225,0.286,0.40713,0.25,0.15,0.600855,0.014216,0.993253,0.029,0.4615,0.286,0.40713,0.15,0.15,0.616109,0.789116,0.659864,0.578231,0.289116,0.833333,0.782313,0.659864,0.891156,0.741497,0.870748,0.717687,0.62585,0.146259,0.833333,0.782313,0.731293,0.897959,0.387755,0.285714,0.785714,0.690476,0.411565,0.833333,0.782313,0.602041,0.897959,0.734694,0.418166,0.418166,0.418166,0.418166,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":3,""0|0|1|0|0|0|2|2|0|1|1|0|0"":2}"
Richter-Veresov Attack,5,D01,1. d4 Nf6 2. Nc3 d5 3. Bg5 c5 4. Bxf6 gxf6 5. e4 dxe4 6. d5,d2d4 g8f6 b1c3 d7d5 c1g5 c7c5 g5f6 g7f6 e2e4 d5e4 d4d5,0.444515,0.922707,0.025667,0.531917,0.432667,0.41882,0.3,0.0105,0.591739,0.284941,0.919768,0.021,0.5525,0.432667,0.41882,0.2875,0.02,0.603375,0.253332,0.931568,0.025667,0.511333,0.432667,0.41882,0.2875,0.02,0.593441,0.959184,0.163265,0.22449,0.843537,0.993197,0.857143,0.87415,0.489796,0.353741,0.904762,0.129252,0.068027,0.877551,0.993197,0.857143,0.87415,0.482993,0.421769,0.897959,0.170068,0.408163,0.639456,0.993197,0.857143,0.863946,0.482993,0.272109,0.310918,0.310918,0.310918,0.310918,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":4,""0|1|0|2|0|0|2|3|0|1|2|0|0"":1}"
Robatsch Defense,1,A41,1. d4 d6 2. Nf3 g6 3. c4 Bg7 4. e4 Bg4,d2d4 d7d6 g1f3 g7g6 c2c4 f8g7 e2e4 c8g4,0.112455,0.917357,0.023,0.52,0.0,0.386886,0.05,0.0,0.599442,0.114802,0.877847,0.023,0.52,0.0,0.386886,0.0375,0.0,0.599043,0.011468,0.95618,0.023,0.52,0.0,0.386886,0.0375,0.0,0.61661,0.517007,0.156463,0.081633,0.789116,0.204082,0.612245,0.251701,0.231293,0.408163,0.598639,0.102041,0.176871,0.755102,0.204082,0.612245,0.255102,0.231293,0.340136,0.272109,0.231293,0.180272,0.768707,0.204082,0.612245,0.258503,0.231293,0.795918,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
Rubinstein Opening,5,D05,1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bd3 d5 5. b3 Nc6 6. O-O Bd6 7. Bb2 O-O,d2d4 g8f6 g1f3 e7e6 e2e3 c7c5 f1d3 d7d5 b2b3 b8c6 e1g1 f8d6 c1b2 e8g8,0.120667,0.924039,0.023,0.91375,0.0,0.412814,0.3,0.0,0.58952,0.137042,0.926634,0.017,0.9235,0.0,0.412814,0.2875,0.0,0.588829,0.115445,0.849428,0.023,0.904,0.0,0.412814,0.2875,0.0,0.589661,0.571429,0.176871,0.081633,1.0,0.204082,0.836735,0.87415,0.231293,0.319728,0.659864,0.142857,0.034014,0.986395,0.204082,0.836735,0.87415,0.231293,0.258503,0.612245,0.095238,0.180272,0.993197,0.204082,0.836735,0.863946,0.231293,0.251701,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":5}"
Ruy Lopez,5,C60,1. e4 e5 2. Nf3 Nc6 3. Bb5 Bb4 4. c3 Ba5 5. Bxc6 dxc6,e2e4 e7e5 g1f3 b8c6 f1b5 f8b4 c2c3 b4a5 b5c6 d7c6,0.110121,0.913201,0.027667,0.554667,0.240167,0.369588,0.3,0.0105,0.587517,0.02116,0.92454,0.017,0.6175,0.240167,0.369588,0.2875,0.02,0.602646,0.166629,0.962862,0.027667,0.491833,0.240167,0.369588,0.2875,0.02,0.59538,0.510204,0.14966,0.255102,0.884354,0.789116,0.414966,0.87415,0.489796,0.292517,0.367347,0.136054,0.034014,0.94898,0.789116,0.414966,0.87415,0.482993,0.408163,0.734694,0.285714,0.431973,0.598639,0.789116,0.414966,0.863946,0.482993,0.278912,0.310918,0.310918,0.310918,0.310918,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":4,""0|0|0|1|0|0|1|2|0|0|1|0|1"":1}"
Réti Opening,5,A09,1. Nf3 d5 2. c4 d4 3. b4 c5,g1f3 d7d5 c2c4 d5d4 b2b4 c7c5,0.299939,0.987371,0.031667,0.457167,0.135667,0.365542,0.05,0.0,0.601979,0.228833,0.989577,0.031667,0.491833,0.135667,0.365542,0.0375,0.0,0.5975,0.115499,0.991211,0.029,0.4225,0.135667,0.365542,0.0375,0.0,0.614205,0.795918,0.612245,0.897959,0.37415,0.55102,0.367347,0.251701,0.231293,0.44898,0.809524,0.578231,0.904762,0.632653,0.55102,0.367347,0.255102,0.231293,0.319728,0.619048,0.666667,0.690476,0.132653,0.55102,0.367347,0.258503,0.231293,0.591837,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":5}"
Saragossa Opening,1,A00,1. c3,c2c3,0.006,0.983114,0.029,0.4225,0.0,0.318664,0.05,0.0,0.61576,0.00273,0.987552,0.029,0.4225,0.0,0.318664,0.0375,0.0,0.616316,0.00273,0.987552,0.029,0.4225,0.0,0.318664,0.0375,0.0,0.616316,0.12585,0.380952,0.578231,0.091837,0.204082,0.0,0.251701,0.231293,0.77551,0.108844,0.408163,0.62585,0.146259,0.204082,0.0,0.255102,0.231293,0.714286,0.081633,0.394558,0.690476,0.132653,0.204082,0.0,0.258503,0.231293,0.748299,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
